         chi0 :
    -0.407642483910095    0.000000000000000
     0.001714606488014    0.000000000000000
     0.004260449115440    0.000000000000000
     0.000431863807485    0.000000000000000
     0.004260449115440    0.000000000000000
     0.001714606488014    0.000000000000000
     0.000308391225725    0.000000000000000
     0.000024925844386    0.000000000000000
     0.000281260646889    0.000000000000000
     0.000073741411025    0.000000000000000
     0.000281260646890    0.000000000000000
     0.000024925844386    0.000000000000000
     0.000308391225725    0.000000000000000
     0.001714606358128    0.000000000000000
     0.000281260646890    0.000000000000000
     0.000431863779755    0.000000000000000
     0.000281260646889    0.000000000000000
     0.001714606358128    0.000000000000000
     0.000308391225725    0.000000000000000
     0.000024925844386    0.000000000000000
     0.000281260646889    0.000000000000000
     0.000073741411025    0.000000000000000
     0.000281260646890    0.000000000000000
     0.000024925844386    0.000000000000000
     0.000238685243458    0.000000000000000
     0.000091253943190    0.000000000000000
     0.000128681302529    0.000000000000000
     0.000043550691277    0.000000000000000
     0.000128681302529    0.000000000000000
     0.000091253943190    0.000000000000000
     0.000173648266251    0.000000000000000
     0.000024925844386    0.000000000000000
     0.000111855633184    0.000000000000000
     0.000073741411025    0.000000000000000
     0.000111855633184    0.000000000000000
     0.000024925844386    0.000000000000000
     0.000308391225725    0.000000000000000
     0.001714606358128    0.000000000000000
     0.000281260646890    0.000000000000000
     0.000431863779755    0.000000000000000
     0.000281260646889    0.000000000000000
     0.001714606358128    0.000000000000000
     0.000173648266251    0.000000000000000
     0.000024925844386    0.000000000000000
     0.000111855633184    0.000000000000000
     0.000073741411025    0.000000000000000
     0.000111855633184    0.000000000000000
     0.000024925844386    0.000000000000000
     0.000238685243458    0.000000000000000
     0.001714606488014    0.000000000000000
     0.000128681302529    0.000000000000000
     0.000431863807485    0.000000000000000
     0.000128681302529    0.000000000000000
     0.001714606488014    0.000000000000000

         chi :
    -0.123027852284708    0.000000000000000
    -0.000173188973591    0.000000000000000
     0.000112006930789    0.000000000000000
    -0.000001786499244    0.000000000000000
     0.000112006930789    0.000000000000000
    -0.000173188973591    0.000000000000000
     0.000043768704217    0.000000000000000
     0.000000535920843    0.000000000000000
    -0.000001734592977    0.000000000000000
    -0.000000607427936    0.000000000000000
    -0.000001734592977    0.000000000000000
     0.000000535920843    0.000000000000000
     0.000043768704217    0.000000000000000
    -0.000172697971714    0.000000000000000
    -0.000001734592977    0.000000000000000
    -0.000002035338885    0.000000000000000
    -0.000001734592977    0.000000000000000
    -0.000172697971714    0.000000000000000
     0.000043768704217    0.000000000000000
     0.000000535920843    0.000000000000000
    -0.000001734592977    0.000000000000000
    -0.000000607427936    0.000000000000000
    -0.000001734592977    0.000000000000000
     0.000000535920843    0.000000000000000
    -0.000000647625280    0.000000000000000
    -0.000005968947022    0.000000000000000
    -0.000001934071773    0.000000000000000
    -0.000002671793575    0.000000000000000
    -0.000001934071773    0.000000000000000
    -0.000005968947022    0.000000000000000
     0.000006913242163    0.000000000000000
     0.000000535920843    0.000000000000000
    -0.000004700190194    0.000000000000000
    -0.000000607427936    0.000000000000000
    -0.000004700190194    0.000000000000000
     0.000000535920843    0.000000000000000
     0.000043768704217    0.000000000000000
    -0.000172697971714    0.000000000000000
    -0.000001734592977    0.000000000000000
    -0.000002035338885    0.000000000000000
    -0.000001734592977    0.000000000000000
    -0.000172697971714    0.000000000000000
     0.000006913242163    0.000000000000000
     0.000000535920843    0.000000000000000
    -0.000004700190194    0.000000000000000
    -0.000000607427936    0.000000000000000
    -0.000004700190194    0.000000000000000
     0.000000535920843    0.000000000000000
    -0.000000647625280    0.000000000000000
    -0.000173188973591    0.000000000000000
    -0.000001934071773    0.000000000000000
    -0.000001786499244    0.000000000000000
    -0.000001934071773    0.000000000000000
    -0.000173188973591    0.000000000000000
