         chi0 :
    -0.861356164997550    0.000000000000000
     0.034565235028666    0.000000000000000
     0.103481327771388    0.000000000000000
     0.034565235028666    0.000000000000000
     0.025511362350502    0.000000000000000
     0.034565235933283    0.000000000000000
     0.019022251954161    0.000000000000000
     0.034565235933283    0.000000000000000
     0.025511362350502    0.000000000000000
     0.034565235933283    0.000000000000000
     0.019022251954161    0.000000000000000
     0.034565235933283    0.000000000000000
    -0.008470221056053    0.000000000000000
     0.034565235028666    0.000000000000000
    -0.001762457402888    0.000000000000000
     0.034565235028666    0.000000000000000

         chi :
    -0.117872586166489    0.000000000000000
     0.000318003496079    0.000000000000000
     0.002066043890798    0.000000000000000
     0.000318003496079    0.000000000000000
     0.000142497567315    0.000000000000000
     0.000318476154392    0.000000000000000
     0.000039125482291    0.000000000000000
     0.000318476154392    0.000000000000000
     0.000142497567315    0.000000000000000
     0.000318476154392    0.000000000000000
     0.000039125482291    0.000000000000000
     0.000318476154392    0.000000000000000
    -0.000237638029709    0.000000000000000
     0.000318003496079    0.000000000000000
     0.000052560330819    0.000000000000000
     0.000318003496079    0.000000000000000
