      row  column  chi0 matrix elements
       1     1      -0.855567655268585
       2     1       0.024051177235177
       3     1       0.046552652501883
       4     1       0.000350890502755
       5     1       0.046552652501883
       6     1       0.024051177235177
       7     1       0.008484362158594
       8     1       0.007188439512479
       9     1       0.006949901039484
      10     1       0.004801107262386
      11     1       0.006949901039484
      12     1       0.007188439512479
      13     1       0.008484362158594
      14     1       0.024051178422054
      15     1       0.006949901039484
      16     1       0.000350892649878
      17     1       0.006949901039484
      18     1       0.024051178422054
      19     1       0.008484362158594
      20     1       0.007188439512479
      21     1       0.006949901039484
      22     1       0.004801107262386
      23     1       0.006949901039484
      24     1       0.007188439512479
      25     1       0.001787769746867
      26     1       0.002970401014764
      27     1      -0.000105767478899
      28     1       0.000056150698630
      29     1      -0.000105767478900
      30     1       0.002970401014764
      31     1      -0.008188726123390
      32     1       0.007188439512479
      33     1       0.001777596977663
      34     1       0.004801107262386
      35     1       0.001777596977663
      36     1       0.007188439512479
      37     1       0.008484362158594
      38     1       0.024051178422054
      39     1       0.006949901039484
      40     1       0.000350892649878
      41     1       0.006949901039484
      42     1       0.024051178422054
      43     1      -0.008188726123390
      44     1       0.007188439512479
      45     1       0.001777596977663
      46     1       0.004801107262386
      47     1       0.001777596977663
      48     1       0.007188439512479
      49     1       0.001787769746867
      50     1       0.024051177235177
      51     1      -0.000105767478900
      52     1       0.000350890502755
      53     1      -0.000105767478899
      54     1       0.024051177235177

      row  column   chi matrix elements
       1     1      -0.117760655115266
       2     1       0.000310493331069
       3     1       0.000995842779562
       4     1      -0.000030360936256
       5     1       0.000995842779562
       6     1       0.000310493331069
       7     1       0.000065006711396
       8     1       0.000018674937440
       9     1       0.000020261088044
      10     1      -0.000010810931160
      11     1       0.000020261088044
      12     1       0.000018674937440
      13     1       0.000065006711396
      14     1       0.000308972379241
      15     1       0.000020261088044
      16     1      -0.000028904513213
      17     1       0.000020261088044
      18     1       0.000308972379241
      19     1       0.000065006711396
      20     1       0.000018674937440
      21     1       0.000020261088044
      22     1      -0.000010810931160
      23     1       0.000020261088044
      24     1       0.000018674937440
      25     1      -0.000041014192499
      26     1       0.000073251483519
      27     1      -0.000007009267794
      28     1      -0.000066061802347
      29     1      -0.000007009267794
      30     1       0.000073251483519
      31     1      -0.000131677397663
      32     1       0.000018674937440
      33     1       0.000022973179467
      34     1      -0.000010810931160
      35     1       0.000022973179467
      36     1       0.000018674937440
      37     1       0.000065006711396
      38     1       0.000308972379241
      39     1       0.000020261088044
      40     1      -0.000028904513213
      41     1       0.000020261088044
      42     1       0.000308972379241
      43     1      -0.000131677397663
      44     1       0.000018674937440
      45     1       0.000022973179467
      46     1      -0.000010810931160
      47     1       0.000022973179467
      48     1       0.000018674937440
      49     1      -0.000041014192499
      50     1       0.000310493331069
      51     1      -0.000007009267794
      52     1      -0.000030360936256
      53     1      -0.000007009267794
      54     1       0.000310493331069

